Date,Open,High,Low,Close,Adj Close,Volume
2021-02-10,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-11,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-12,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-16,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-17,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-18,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-19,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-22,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-23,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-24,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-25,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-02-26,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-03-01,1.050000,1.050000,1.050000,1.050000,0.846595,0
2021-03-02,1.050000,1.050000,0.800000,0.800000,0.645025,1000
2021-03-03,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-04,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-05,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-08,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-09,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-10,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-11,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-12,0.800000,0.800000,0.800000,0.800000,0.645025,0
2021-03-15,1.150000,1.150000,1.150000,1.150000,0.927224,500
2021-03-16,1.150000,1.150000,1.150000,1.150000,0.927224,0
2021-03-17,1.060000,1.060000,1.060000,1.060000,0.854658,100
2021-03-18,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-19,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-22,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-23,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-24,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-25,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-26,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-29,1.060000,1.060000,1.060000,1.060000,0.854658,0
2021-03-30,1.130000,1.130000,1.130000,1.130000,0.911098,100
2021-03-31,1.130000,1.130000,1.130000,1.130000,0.911098,0
2021-04-01,1.130000,1.130000,1.130000,1.130000,0.911098,0
2021-04-05,1.130000,1.130000,1.130000,1.130000,0.911098,0
2021-04-06,1.130000,1.130000,1.130000,1.130000,0.911098,0
2021-04-07,1.130000,1.130000,1.130000,1.130000,0.911098,0
2021-04-08,1.110000,1.175000,1.110000,1.175000,0.947381,200
2021-04-09,1.175000,1.175000,1.175000,1.175000,0.947381,0
2021-04-12,1.175000,1.175000,1.175000,1.175000,0.947381,0
2021-04-13,1.175000,1.175000,1.175000,1.175000,1.034663,0
2021-04-14,1.175000,1.175000,1.175000,1.175000,1.034663,0
2021-04-15,1.175000,1.175000,1.175000,1.175000,1.034663,0
2021-04-16,1.170000,1.170000,1.170000,1.170000,1.030260,100
2021-04-19,1.170000,1.170000,1.170000,1.170000,1.030260,0
2021-04-20,1.140000,1.140000,1.140000,1.140000,1.003843,200
2021-04-21,1.140000,1.140000,1.140000,1.140000,1.003843,0
2021-04-22,1.140000,1.140000,1.140000,1.140000,1.003843,0
2021-04-23,1.030000,1.030000,1.030000,1.030000,0.906981,300
2021-04-26,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-04-27,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-04-28,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-04-29,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-04-30,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-03,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-04,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-05,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-06,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-07,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-10,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-11,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-12,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-13,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-14,1.030000,1.030000,1.030000,1.030000,0.906981,0
2021-05-17,1.060000,1.060000,1.060000,1.060000,0.933398,341
2021-05-18,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-19,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-20,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-21,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-24,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-25,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-26,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-27,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-05-28,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-01,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-02,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-03,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-04,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-07,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-08,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-09,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-10,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-11,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-14,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-15,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-16,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-17,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-18,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-21,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-22,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-23,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-24,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-25,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-28,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-29,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-06-30,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-01,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-02,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-06,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-07,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-08,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-09,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-12,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-13,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-14,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-15,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-16,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-19,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-20,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-21,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-22,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-23,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-26,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-27,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-28,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-29,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-07-30,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-02,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-03,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-04,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-05,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-06,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-09,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-10,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-11,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-12,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-13,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-16,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-17,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-18,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-19,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-20,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-23,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-24,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-25,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-26,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-27,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-30,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-08-31,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-01,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-02,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-03,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-07,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-08,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-09,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-10,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-13,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-14,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-15,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-16,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-17,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-20,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-21,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-22,1.060000,1.060000,1.060000,1.060000,0.933398,0
2021-09-23,1.410000,1.410000,1.410000,1.410000,1.241596,100
2021-09-24,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-09-27,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-09-28,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-09-29,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-09-30,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-10-01,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-10-04,1.410000,1.410000,1.410000,1.410000,1.241596,0
2021-10-05,1.500000,1.500000,1.500000,1.500000,1.320846,100
2021-10-06,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-07,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-08,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-11,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-12,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-13,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-14,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-15,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-18,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-19,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-20,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-21,1.500000,1.500000,1.500000,1.500000,1.320846,0
2021-10-22,1.760000,1.760000,1.760000,1.760000,1.655257,100
2021-10-25,1.760000,1.760000,1.760000,1.760000,1.655257,0
2021-10-26,1.760000,1.760000,1.760000,1.760000,1.655257,0
2021-10-27,1.760000,1.760000,1.760000,1.760000,1.655257,0
2021-10-28,1.760000,1.760000,1.760000,1.760000,1.655257,0
2021-10-29,1.760000,1.760000,1.760000,1.760000,1.655257,0
2021-11-01,1.760000,1.760000,1.760000,1.760000,1.655257,0
2021-11-02,1.510000,1.510000,1.510000,1.510000,1.420135,100
2021-11-03,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-11-04,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-11-05,1.530000,1.530000,1.520000,1.520000,1.429540,1383
2021-11-08,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-09,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-10,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-11,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-12,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-15,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-16,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-17,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-18,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-19,1.520000,1.520000,1.520000,1.520000,1.429540,0
2021-11-22,1.510000,1.510000,1.510000,1.510000,1.420135,100
2021-11-23,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-11-24,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-11-26,1.580000,1.580000,1.580000,1.580000,1.485970,300
2021-11-29,1.580000,1.580000,1.580000,1.580000,1.485970,0
2021-11-30,1.580000,1.580000,1.580000,1.580000,1.485970,0
2021-12-01,1.580000,1.580000,1.580000,1.580000,1.485970,0
2021-12-02,1.510000,1.510000,1.510000,1.510000,1.420135,125
2021-12-03,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-06,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-07,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-08,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-09,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-10,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-13,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-14,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-15,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-16,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-17,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-20,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-21,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-22,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-23,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-27,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-28,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-29,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-30,1.510000,1.510000,1.510000,1.510000,1.420135,0
2021-12-31,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-03,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-04,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-05,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-06,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-07,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-10,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-11,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-12,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-13,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-14,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-18,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-19,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-20,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-21,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-24,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-25,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-26,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-27,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-28,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-01-31,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-01,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-02,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-03,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-04,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-07,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-08,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-09,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-10,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-11,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-14,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-15,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-16,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-17,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-18,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-22,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-23,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-24,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-25,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-02-28,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-01,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-02,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-03,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-04,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-07,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-08,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-09,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-10,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-11,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-14,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-15,1.510000,1.510000,1.510000,1.510000,1.420135,0
2022-03-16,1.540000,1.540000,1.540000,1.540000,1.448350,275
2022-03-17,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-18,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-21,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-22,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-23,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-24,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-25,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-28,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-29,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-30,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-03-31,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-01,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-04,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-05,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-06,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-07,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-08,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-11,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-12,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-13,1.540000,1.540000,1.540000,1.540000,1.448350,0
2022-04-14,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-18,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-19,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-20,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-21,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-22,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-25,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-26,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-27,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-28,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-04-29,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-02,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-03,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-04,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-05,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-06,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-09,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-10,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-11,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-12,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-13,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-16,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-17,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-18,1.540000,1.540000,1.540000,1.540000,1.540000,0
2022-05-19,1.650000,1.650000,1.650000,1.650000,1.650000,500
2022-05-20,1.650000,1.650000,1.650000,1.650000,1.650000,0
2022-05-23,1.650000,1.650000,1.650000,1.650000,1.650000,0
2022-05-24,1.650000,1.650000,1.650000,1.650000,1.650000,0
2022-05-25,1.650000,1.650000,1.650000,1.650000,1.650000,0
2022-05-26,1.650000,1.650000,1.650000,1.650000,1.650000,0
